what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415417347
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415455407
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246415455416
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415633799
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415669444
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246415669462
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415676058
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1246415832947
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415852501
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246415852516
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415868000
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415913573
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415917924
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1246415963103
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1246415973233
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415976531
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246415976541
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415981736
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415983206
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.cleanAction,1246415983217
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416012118
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416059330
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246416059344
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416062360
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416093875
