what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246416093883
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416102309
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416103574
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.cleanAction,1246416103582
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1246416112894
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ProblemView,1246416196793
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1246416199574
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1246416256756
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416259153
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416382953
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246416382970
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1246416384686
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ProblemView,1246416387147
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1246416390693
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416392542
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416448506
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246416448514
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1246416450932
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1246416453809
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416457181
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246416458490
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.cleanAction,1246416458497
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1246416460323
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246417746749
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246417875812
