what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413198041
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413207507
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413216056
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246413216062
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413230791
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413239360
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246413239368
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413250128
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413367579
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246413367596
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413374066
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413432156
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246413432171
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1246413435479
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413435548
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413437083
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1246413437092
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1246413437092
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413455738
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413507577
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246413507599
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413514682
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413516868
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1246413516872
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1246413516872
