what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413519798
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413522776
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1246413522780
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1246413522780
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1246413524939
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413644780
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413776596
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246413776611
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413781509
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413782853
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1246413782857
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1246413782857
activated,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ProblemView,1246413787053
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1246413793535
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413795159
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413833753
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246413833762
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413838453
started,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1246413845887
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413846153
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.renameResource,1246413846157
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.rename,1246413846157
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1246413846460
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246413854089
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246414040072
