what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415110913
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415117753
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415119385
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1246415119389
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1246415119389
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415123939
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415153211
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415184455
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415278231
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1246415278240
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415284425
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415291157
started,bundle,org.eclipse.cdt.debug.ui,5.0.1.200902130801,org.eclipse.cdt.debug.ui,1246415362858
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1246415362904
opened,view,org.eclipse.cdt.make.ui,5.0.1.200902130801,org.eclipse.cdt.make.ui.views.MakeView,1246415364310
activated,view,org.eclipse.cdt.make.ui,5.0.1.200902130801,org.eclipse.cdt.make.ui.views.MakeView,1246415366119
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1246415366128
closed,view,org.eclipse.cdt.make.ui,5.0.1.200902130801,org.eclipse.cdt.make.ui.views.MakeView,1246415366145
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1246415367958
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415390673
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415398752
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.renameResource,1246415398755
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.rename,1246415398755
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415406890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1246415414969
